source_sheet,content
PMYB &ALS,Product: PMYB &ALS | Section: rs. 100/-
PMYB &ALS,Product: PMYB &ALS | Section: what are the service/documentation/legal charges in pmyb & als?
PMYB &ALS,Product: PMYB &ALS | Section: at actual
PMYB &ALS,Product: PMYB &ALS | Section: is there any late payment charges?
PMYB &ALS,"Product: PMYB &ALS | Section: is there any late payment charges? | Detail: pkr 1,000/- plus fed per instance per installment, grace period included. (late payment to be triggered 15 days after installment becomes due i.e. on day 16)"
NRF,Product: NRF | Section: is nust bank offering any seasonal financing for rice mills?
NRF,"Product: NRF | Section: is nust bank offering any seasonal financing for rice mills? | Detail: nust rice finance caters to meet seasonal financing needs of paddy procurement and other overhead expenses to rice mills, based on past performance and milling capacity to fulfil their seasonal financial needs. the scope of the product is to target ‘rice mills’ which fall under the category of sme."
NRF,Product: NRF | Section: for which purposes nust rice finance is being offered?
NRF,"Product: NRF | Section: for which purposes nust rice finance is being offered? | Detail: cash finance (cf) to meet working capital requirements of rice husking mills for procurement of paddy as per milling capacity. | running finance (rf) to meet working capital requirements of rice husking mills i.e. transportation, salary & wages, utility and other administrative expenses etc.(procurement of paddy through rf funds is restricted)"
NRF,Product: NRF | Section: what are the loan limits of nust rice finance?
NRF,Product: NRF | Section: me: upto rs.200m (maximum) se: upto rs.25m (maximum)
NRF,Product: NRF | Section: is there any minimum age to avail financing in nust rice finance?
NRF,Product: NRF | Section: is there any minimum age to avail financing in nust rice finance? | Detail: minimum 20 years (in case of sole proprietorship) maximum 65 years at the time of application. * this criteria is not applicable if business concern is a partnership or limited company *this age can be relaxed in case of effective succession planning is available.
NRF,Product: NRF | Section: what is the maximum tenure of nust rice finance?
NRF,Product: NRF | Section: what is the maximum tenure of nust rice finance? | Detail: cash finance max 270 days or clean-up corridors whichever is earlier | running finance one year
NRF,Product: NRF | Section: what is the current mark-up rate of nust rice finance?
NRF,Product: NRF | Section: what is the current mark-up rate of nust rice finance? | Detail: cash finance 3 months kibor + up to 3.00% p.a | running finance 3 months kibor + up to 3.50% p.a
NRF,Product: NRF | Section: (reviewed/revised on quarterly basis)
NRF,Product: NRF | Section: any account turnover requirement for nust rice finance?
NRF,Product: NRF | Section: any account turnover requirement for nust rice finance? | Detail: minimum 50% of applicant’s sales to be documented through account turnover with bank(s).
NRF,Product: NRF | Section: what are the processing charges for nust rice finance application?
NRF,"Product: NRF | Section: what are the processing charges for nust rice finance application? | Detail: processing fee will be charged @ 0.15% of total limit(s) processed/approved or rs. 25,000/- whichever is higher"
NRF,Product: NRF | Section: what are the service/documentation/legal charges in nust rice finance?
NRF,Product: NRF | Section: at actual
NRF,Product: NRF | Section: what are the insurance charges?
NRF,Product: NRF | Section: at actual
NHF,Product: NHF | Section: is there any business loan product offered by nust for families of armed forces and retired officers of the armed forces?
NHF,"Product: NHF | Section: is there any business loan product offered by nust for families of armed forces and retired officers of the armed forces? | Detail: nust hunarmand finance is a sub product of pmyb&als which is structured with an objective to provide business opportunity to specific target market. • retired commissioned, junior commissioned, non-commissioned officers of the armed forces and their family members i.e. spouse and children • spouse and children of serving commissioned, junior commissioned and non-commissioned officers of armed forces."
NHF,Product: NHF | Section: for which purposes nust hunarmand finance is being offered?
NHF,Product: NHF | Section: • to start new business • to expand existing business
NHF,Product: NHF | Section: nature of loan allowed in nust hunarmand finance?
NHF,Product: NHF | Section: • long term / development loans • working capital / production loans
NHF,Product: NHF | Section: what are the loan limits of nust hunarmand finance?
NHF,Product: NHF | Section: what are the loan limits of nust hunarmand finance? | Detail: tier 2 above rs. 0.5m and up to rs 1.5m | tier 3 above rs 1.5 m and up to rs 7.5m
NHF,Product: NHF | Section: is there any minimum age to avail financing in nust hunarmand finance?
NHF,"Product: NHF | Section: is there any minimum age to avail financing in nust hunarmand finance? | Detail: all pakistanis aged between 21 and 45 are eligible to apply, however for it/e-commerce related businesses, the lower age limit will be 18 years"
NHF,Product: NHF | Section: what is the maximum tenure in nust hunarmand finance?
NHF,Product: NHF | Section: long term loan: maximum 8 years (maximum 1 year grace period)
NHF,Product: NHF | Section: working capital loan: maximum 05 years (maximum 2 year grace period)
NHF,Product: NHF | Section: *markup will be recovered during grace period
NHF,Product: NHF | Section: what is the current mark-up rate of nust hunarmand finance?
NHF,Product: NHF | Section: what is the current mark-up rate of nust hunarmand finance? | Detail: tier 2 4.5% per annum | tier 3 6.5 % per annum
NHF,Product: NHF | Section: does the bank require any equity for this scheme?
NHF,"Product: NHF | Section: does the bank require any equity for this scheme? | Detail: tier 2 10% (new business) | tier 3 20% (new business) | in case of existing business, equity is not required"
NHF,Product: NHF | Section: what is the repayment frequency in nust hunarmand finance?
NHF,Product: NHF | Section: what is the repayment frequency in nust hunarmand finance? | Detail: repayment of ahf loans will be made in the form of “monthly or quarterly instalments (or as per sbp’s directives)
NHF,Product: NHF | Section: what is the security requirement for availing nust hunarmand finance?
NHF,"Product: NHF | Section: what is the security requirement for availing nust hunarmand finance? | Detail: i. personal guarantee of borrower for loans up to 1.5m, and direct debit authority of borrower/pensioner/guarantor to be obtained ii. for loans above 1.5m, it shall be secured against movable as well as immovable assets of borrowers as defined under pmyb&als iii. guarantee of serving officer of armed forces in case of his family (spouse or children) avail loan under this program."
NHF,Product: NHF | Section: are there any late payment charges?
NHF,"Product: NHF | Section: are there any late payment charges? | Detail: late payment charges pkr 1,000/- plus fed will be charges after 30th day of installment overdue."
NHF,Product: NHF | Section: what are the charges applicable for nust hunarmand finance?
NHF,Product: NHF | Section: applicable as per pmyb & als
Nust Life,Product: Nust Life | Section: can i purchase bancassurnce policy from my account maintained with nust bank?
Nust Life,"Product: Nust Life | Section: can i purchase bancassurnce policy from my account maintained with nust bank? | Detail: yes, every customer who attain the age of 18 and have account with nust bank can eligible to purchse bancassurnce policy from his account."
Nust Life,Product: Nust Life | Section: bancassurance is offiered by following three insurance provider companies:
Nust Life,Product: Nust Life | Section: · nust life assurancee company ltd
Nust Life,Product: Nust Life | Section: · efu life assurence company ltd
Nust Life,Product: Nust Life | Section: · jubilee life insurance company ltd.
Nust Life,Product: Nust Life | Section: what are the main features of nust life bancassurnace policy?
Nust Life,Product: Nust Life | Section: - short term family protection and in long term savings
Nust Life,"Product: Nust Life | Section: - short term family protection and in long term savings | Detail: - minimum policy amount = 18,000 no maximum limit of policy for munafa fahfooz plan min premium = 50,000"
Nust Life,Product: Nust Life | Section: - short term family protection and in long term savings | Detail: - nust life munafa mehfooz plan minumum & maximum term = 5 years
Nust Life,Product: Nust Life | Section: - nust life value plan minimum policy term = 10 years
Nust Life,Product: Nust Life | Section: - additional benefits also available on cost (riders and additional term insurance)
Nust Life,Product: Nust Life | Section: - additional benefits also available on cost (riders and additional term insurance) | Detail: - nust life offer diffent plans to customer as per needs and demands of customers
Nust Life,Product: Nust Life | Section: how many nust life insurance plans available?
Nust Life,Product: Nust Life | Section: how many nust life insurance plans available? | Detail: o nust life value plan | life time protection and saving plan | 18k
Nust Life,Product: Nust Life | Section: how many nust life insurance plans available? | Detail: o nust life munafa mehfooz plan | limited time plan (5 years) | 50k
Nust Life,Product: Nust Life | Section: what are the main features of these nust life insurance plans
Nust Life,Product: Nust Life | Section: what are the main features of these nust life insurance plans | Detail: - 14 days free look period start from the day customer received policy documents.
Nust Life,Product: Nust Life | Section: what are the main features of these nust life insurance plans | Detail: - direct investment system growth plans (nust life directly invest funds in universal life mutual fund
Nust Life,"Product: Nust Life | Section: what are the main features of these nust life insurance plans | Detail: - nust bank is only act as a corporate sales agent, it’s a insurance plan not to be considered as any bank account of term depoist which have annual fixed returns."
Nust Life,"Product: Nust Life | Section: what are the main features of these nust life insurance plans | Detail: - in case of early termination, only cash value of policy will be payable to customer"
Nust Life,Product: Nust Life | Section: what are the main features of these nust life insurance plans | Detail: - cancellation of policy and full refund option is available if policy documents returned during free lookup period i.e. 14 days of receipt of documents
Nust Life,Product: Nust Life | Section: what are the main features of these nust life insurance plans | Detail: - cash values of policy may be differ from the tentaive returns provided on illustration document (illustration document is only for information)
Nust Life,Product: Nust Life | Section: other important information about nust life insurance plans
Nust Life,Product: Nust Life | Section: other important information about nust life insurance plans | Detail: - munafa mehfooz plan is limited time plan of 5 years with first year high allocation and upfront loyalty bonus i.e. 20% on first year
Nust Life,Product: Nust Life | Section: other important information about nust life insurance plans | Detail: - in case of early termination of munafa mehfooz plan - upfront loyalty bonus amount value will be subtracted from the cash value of policy
Nust Life,Product: Nust Life | Section: other important information about nust life insurance plans | Detail: - in case of death cash value or sum assured whichiver is higher will be paid to nominee/s
Nust Life,Product: Nust Life | Section: other important information about nust life insurance plans | Detail: - annaul / half yearly / quarterly - policy premium payment mode available as per customer conveience
Nust Life,Product: Nust Life | Section: - policy growth depends on accociated mutual fund growth
Nust Life,Product: Nust Life | Section: - policy growth depends on accociated mutual fund growth | Detail: - death claims will be handled by nust life subject of completion of required documents and eligible if policy status is active inforced/reinstated only
Nust Life,Product: Nust Life | Section: for all nust life banca products brochures available
EFU Life,Product: EFU Life | Section: can i purchase bancassurnce policy from my account maintained with nust bank?
EFU Life,"Product: EFU Life | Section: can i purchase bancassurnce policy from my account maintained with nust bank? | Detail: yes, every customer who attain the age of 18 and have account with nust bank can eligible to purchse bancassurnce policy from his account."
EFU Life,Product: EFU Life | Section: bancassurance is offiered by following three insurance provider companies:
EFU Life,Product: EFU Life | Section: · nust life assurancee company ltd
EFU Life,Product: EFU Life | Section: · efu life assurence company ltd
EFU Life,Product: EFU Life | Section: · jubilee life insurance company ltd.
EFU Life,Product: EFU Life | Section: what are the main features of efu bancassurnace policy?
EFU Life,Product: EFU Life | Section: - family protection and long term savings
EFU Life,"Product: EFU Life | Section: - minimum policy amount = 18,000 no maximum limit of policy"
EFU Life,Product: EFU Life | Section: - minimum policy term = 10 years (except single premium plan)
EFU Life,Product: EFU Life | Section: - additional benefits also available on cost (riders and additional term insurance)
EFU Life,Product: EFU Life | Section: - additional benefits also available on cost (riders and additional term insurance) | Detail: - efu life offer diffent plans to customer as per needs and demands of customers
EFU Life,Product: EFU Life | Section: how many efu insurance plans available?
EFU Life,Product: EFU Life | Section: how many efu insurance plans available? | Detail: o efu savings and protection plan | life time protection and saving plan | 18k
EFU Life,Product: EFU Life | Section: how many efu insurance plans available? | Detail: o efu education and marriage plan | limited time plan (countinuation benefits) | 18k
EFU Life,Product: EFU Life | Section: how many efu insurance plans available? | Detail: o efu retirement plan | saving & protection | 18k
EFU Life,Product: EFU Life | Section: how many efu insurance plans available? | Detail: o efu - single premium plan | single premium investment plan | 100k
EFU Life,Product: EFU Life | Section: how many efu insurance plans available? | Detail: o efu aggressive growth plan | high allocation investment & savings plan | 250k
EFU Life,Product: EFU Life | Section: what are the main features of these efu insurance plans?
EFU Life,Product: EFU Life | Section: what are the main features of these efu insurance plans? | Detail: - 14 days free look period start from the day customer received policy documents.
EFU Life,"Product: EFU Life | Section: what are the main features of these efu insurance plans? | Detail: - unit link growth system (efu allocate mutual fund units to customer, policy growth depends on the unit rate groth just like share market)"
EFU Life,"Product: EFU Life | Section: what are the main features of these efu insurance plans? | Detail: - nust bank is only act as a corporate sales agent, it’s a insurance plan not to be considered as any account of term depoist which have annual fixed returns."
EFU Life,"Product: EFU Life | Section: what are the main features of these efu insurance plans? | Detail: - in case of early termination, only cash value of policy will be payable to customer (current market rate of mutual funds units will be reimbursed)"
EFU Life,Product: EFU Life | Section: what are the main features of these efu insurance plans? | Detail: - cancellation of policy and full refund option is available if policy documents returned during free lookup period i.e. 14 days of receipt of documents
EFU Life,Product: EFU Life | Section: what are the main features of these efu insurance plans? | Detail: - cash values of policy may be differ from the tentaive returns provided on illustration document (illustration document is only for information)
EFU Life,Product: EFU Life | Section: other important information about efu insurance plans
EFU Life,Product: EFU Life | Section: other important information about efu insurance plans | Detail: - only education and marriage plans are limited time plan with countinuation benefits (in case of death payment will be made upon maturity)
EFU Life,"Product: EFU Life | Section: other important information about efu insurance plans | Detail: - single premium plan which can be terminate at any time, in case of death cash value or sum assured whichiver is higher will be paid"
EFU Life,Product: EFU Life | Section: other important information about efu insurance plans | Detail: - annaul / half yearly / quarterly - policy premium payment modes available as per customer conveience
EFU Life,Product: EFU Life | Section: other important information about efu insurance plans | Detail: - aggressive growth plan is a high risk plan depends on customer profile
EFU Life,Product: EFU Life | Section: other important information about efu insurance plans | Detail: - death claims will be handled by efu subject of completion of required documents and eligible if policy status is active inforced/reinstated only
EFU Life,Product: EFU Life | Section: for all efu life banca products brochures available
Jubilee Life ,Product: Jubilee Life  | Section: can i purchase bancassurnce policy from my account maintained with nust bank?
Jubilee Life ,"Product: Jubilee Life  | Section: can i purchase bancassurnce policy from my account maintained with nust bank? | Detail: yes, every customer who attain the age of 18 and have account with nust bank can eligible to purchse bancassurnce policy from his account."
Jubilee Life ,Product: Jubilee Life  | Section: bancassurance is offiered by following three insurance provider companies:
Jubilee Life ,Product: Jubilee Life  | Section: · nust life assurancee company ltd
Jubilee Life ,Product: Jubilee Life  | Section: · efu life assurence company ltd
Jubilee Life ,Product: Jubilee Life  | Section: · jubilee life insurance company ltd.
Jubilee Life ,Product: Jubilee Life  | Section: what are the main features of jli bancassurnace policy?
Jubilee Life ,Product: Jubilee Life  | Section: - short term family protection and in long term savings
Jubilee Life ,"Product: Jubilee Life  | Section: - minimum policy amount = 18,000 no maximum limit of policy"
Jubilee Life ,Product: Jubilee Life  | Section: - minimum policy term = 10 years
Jubilee Life ,Product: Jubilee Life  | Section: - additional benefits also available on cost (riders and additional term insurance)
Jubilee Life ,Product: Jubilee Life  | Section: - additional benefits also available on cost (riders and additional term insurance) | Detail: - jubilee life offer diffent plans to customer as per needs and demands of customers
Jubilee Life ,Product: Jubilee Life  | Section: how many jubilee life insurance plans available?
Jubilee Life ,Product: Jubilee Life  | Section: how many jubilee life insurance plans available? | Detail: o jubilee life savings and protection plan | life time protection and saving plan | 18k
Jubilee Life ,Product: Jubilee Life  | Section: how many jubilee life insurance plans available? | Detail: o jubilee life education plan | limited time plan (countinuation benefits) | 18k
Jubilee Life ,Product: Jubilee Life  | Section: how many jubilee life insurance plans available? | Detail: o jubilee life marriage plan | limited time plan (countinuation benefits) | 18k
Jubilee Life ,Product: Jubilee Life  | Section: how many jubilee life insurance plans available? | Detail: o jubilee life retirement plan | saving & protection | 18k
Jubilee Life ,Product: Jubilee Life  | Section: what are the main features of these jubilee life insurance plans
Jubilee Life ,Product: Jubilee Life  | Section: what are the main features of these jubilee life insurance plans | Detail: - 14 days free look period start from the day customer received policy documents.
Jubilee Life ,"Product: Jubilee Life  | Section: what are the main features of these jubilee life insurance plans | Detail: - unit link growth system (jli allocate mutual fund units to customer, policy growth depends on the unit rate groth just like share market)"
Jubilee Life ,"Product: Jubilee Life  | Section: what are the main features of these jubilee life insurance plans | Detail: - nust bank is only act as a corporate sales agent, it’s a insurance plan not to be considered as any account of term depoist which have annual fixed returns."
Jubilee Life ,"Product: Jubilee Life  | Section: what are the main features of these jubilee life insurance plans | Detail: - in case of early termination, only cash value of policy will be payable to customer (current market rate of mutual funds units will be reimbursed)"
Jubilee Life ,Product: Jubilee Life  | Section: what are the main features of these jubilee life insurance plans | Detail: - cancellation of policy and full refund option is available if policy documents returned during free lookup period i.e. 14 days of receipt of documents
Jubilee Life ,Product: Jubilee Life  | Section: what are the main features of these jubilee life insurance plans | Detail: - cash values of policy may be differ from the tentaive returns provided on illustration document (illustration document is only for information)
Jubilee Life ,Product: Jubilee Life  | Section: other important information about jubilee life insurance plans
Jubilee Life ,Product: Jubilee Life  | Section: other important information about jubilee life insurance plans | Detail: - only education and marriage plans are limited time plan with countinuation benefits (in case of death payment will be made upon maturity)
Jubilee Life ,Product: Jubilee Life  | Section: other important information about jubilee life insurance plans | Detail: - in case of death cash value or sum assured whichiver is higher will be paid
Jubilee Life ,Product: Jubilee Life  | Section: other important information about jubilee life insurance plans | Detail: - annaul / half yearly / quarterly - policy premium payment mode available as per customer conveience
Jubilee Life ,Product: Jubilee Life  | Section: other important information about jubilee life insurance plans | Detail: - policy growth depends on accociated mutual fund units market rate growth (multiple funds choices available from jli)
Jubilee Life ,Product: Jubilee Life  | Section: other important information about jubilee life insurance plans | Detail: - death claims will be handled by jubilee life subject of completion of required documents and eligible if policy status is active inforced/reinstated only
Jubilee Life ,Product: Jubilee Life  | Section: for all jubilee life banca products brochures available
HOME REMITTANCE,Product: HOME REMITTANCE | Section: what is home remittance ?
HOME REMITTANCE,"Product: HOME REMITTANCE | Section: what is home remittance ? | Detail: home remittance service enables remitters to send money from abroad to pakistan instantly, conveniently, and safely through the legal banking channel."
HOME REMITTANCE,Product: HOME REMITTANCE | Section: what types of inward home remittance products does nust bank offer ?
HOME REMITTANCE,Product: HOME REMITTANCE | Section: what types of inward home remittance products does nust bank offer ? | Detail: nust offers the following home remittance products to cater to the needs of various home remittance beneficiaries in pakistan: • cash over the counter (coc) payments for walk-in customers • nust account transfer • other bank account transfer via inter bank funds transfer (ibft) & real time gross settlement (rtgs)
HOME REMITTANCE,Product: HOME REMITTANCE | Section: in which currency will i receive my remittance?
HOME REMITTANCE,Product: HOME REMITTANCE | Section: all home remittance payments are disbursed in pak rupees.
HOME REMITTANCE,Product: HOME REMITTANCE | Section: is there any limit on the amount received though nust home remittance?
HOME REMITTANCE,"Product: HOME REMITTANCE | Section: is there any limit on the amount received though nust home remittance? | Detail: below are the applicable limits: • nust accounts - no limit • other banks accounts - no limit • cash over the counter (coc) transactions - up to pkr 1,000,000/- per transaction and there is no limit of western union coc transactions"
HOME REMITTANCE,Product: HOME REMITTANCE | Section: are there any charges/fee for nust's home remittance service?
HOME REMITTANCE,Product: HOME REMITTANCE | Section: nust home remittance service is free of charge.
HOME REMITTANCE,Product: HOME REMITTANCE | Section: are there any tax deductions on home remittances?
HOME REMITTANCE,Product: HOME REMITTANCE | Section: home remittance service is free of taxes.
HOME REMITTANCE,Product: HOME REMITTANCE | Section: can i receive remittance in pakistan if i do not have a bank account with any bank?
HOME REMITTANCE,Product: HOME REMITTANCE | Section: can i receive remittance in pakistan if i do not have a bank account with any bank? | Detail: you can receive your home remittance from any of nust 600+ domestic branches nationwide if you have a valid cnic and transaction unique reference no. / pin code.
HOME REMITTANCE,Product: HOME REMITTANCE | Section: is there any list of branches i can access to get information?
HOME REMITTANCE,Product: HOME REMITTANCE | Section: is there any list of branches i can access to get information? | Detail: the list of nust domestic branches can be viewed from the branch locator available on our corporate website www.nustbank.com .
HOME REMITTANCE,Product: HOME REMITTANCE | Section: https://nustbank.com/find-us/
HOME REMITTANCE,Product: HOME REMITTANCE | Section: who should i contact in case i need to lodge a complaint regarding home remittance?
HOME REMITTANCE,"Product: HOME REMITTANCE | Section: who should i contact in case i need to lodge a complaint regarding home remittance? | Detail: for any query/complaint regarding home remittance, you may contact our dedicated remittance service centre at uan# 021-111-000-787. you may also email your queries/complaints at [REDACTED_EMAIL]"
HOME REMITTANCE,Product: HOME REMITTANCE | Section: how can i obtain a proceed realization certificate (prc)/encashment certificate against remittance(s) received? who should i contact?
HOME REMITTANCE,Product: HOME REMITTANCE | Section: how can i obtain a proceed realization certificate (prc)/encashment certificate against remittance(s) received? who should i contact? | Detail: please find below contact details for obtaining a prc and e-prc: • e-prc option is also available at the nust website https://secureportal.nustbank.com/eprc/customer to obtain a system generated prc on your registered email address. • proceeds realization certificate (prc) is issued from nust centralized remittance department. you may contact them at the following email addresses: [REDACTED_EMAIL]
HOME REMITTANCE,Product: HOME REMITTANCE | Section: can i track my remittance status online?
HOME REMITTANCE,"Product: HOME REMITTANCE | Section: can i track my remittance status online? | Detail: yes, you can view the status of your remittance online through nust remittance tracker by following link https://nustbank.com/services/alternate-delivery-channels/home-remittance-tracking/"
HOME REMITTANCE,Product: HOME REMITTANCE | Section: what are nust's banking hours to avail home remittance services from nust branches?
HOME REMITTANCE,Product: HOME REMITTANCE | Section: what are nust's banking hours to avail home remittance services from nust branches? | Detail: customers can avail home remittance services from nust domestic branches during regular business hours appended below: • monday to thursday: 09:00 am to 05:00 pm • friday: 09:00 am to 05:30 pm • saturday: 09:00 am to 01:30 pm (through selected branches)
HOME REMITTANCE,Product: HOME REMITTANCE | Section: is it important to declare the purpose of the funds being sent to pakistan?
HOME REMITTANCE,"Product: HOME REMITTANCE | Section: is it important to declare the purpose of the funds being sent to pakistan? | Detail: yes, it is mandatory to provide purpose of funds being sent to pakistan."
HOME REMITTANCE,"Product: HOME REMITTANCE | Section: i am a foreign national, can i send money to pakistan?"
HOME REMITTANCE,"Product: HOME REMITTANCE | Section: yes, you can."
HOME REMITTANCE,Product: HOME REMITTANCE | Section: does the pri comes under the laws of state bank or government?
HOME REMITTANCE,"Product: HOME REMITTANCE | Section: does the pri comes under the laws of state bank or government? | Detail: it is a joint initiative of state bank of pakistan, ministry of overseas pakistanis and ministry of finance."
HOME REMITTANCE,Product: HOME REMITTANCE | Section: can the freelance payment be made through pri?
HOME REMITTANCE,Product: HOME REMITTANCE | Section: can the freelance payment be made through pri? | Detail: yes freelance payments is allowed under specfic arrangemnts with tie-ups with allowed purposes as per sbp guidelines.
HOME REMITTANCE,Product: HOME REMITTANCE | Section: what conversion rates will be applied on remittance?
HOME REMITTANCE,Product: HOME REMITTANCE | Section: what conversion rates will be applied on remittance? | Detail: the same conversion rates will be applied at the time of sending the remittance. affiliated bank or exchange company confirm the conversion rates to sender at the time of sending the remittance.
HOME REMITTANCE,Product: HOME REMITTANCE | Section: does nust bank has specialized remittance account as per sbp guideline?
HOME REMITTANCE,Product: HOME REMITTANCE | Section: yes nust has remittance account name as pak wattan remittance account.
HOME REMITTANCE,Product: HOME REMITTANCE | Section: who can open pak wattan remittance account?
HOME REMITTANCE,Product: HOME REMITTANCE | Section: a bonafide recipient of home remittance (pri) can open this account.
HOME REMITTANCE,Product: HOME REMITTANCE | Section: can remittance be sent from anywhere to pakistan?
HOME REMITTANCE,"Product: HOME REMITTANCE | Section: yes, remittance can be sent from around the globe to pakistan through our agent partners like western union, mastercard, dandelion payments (ria) etc. for more information please go through the below link:"
HOME REMITTANCE,Product: HOME REMITTANCE | Section: https://nustbank.com/services-home-remittance-our-partners/
